,Pclass,Sex,Fare,Embarked,IsAlone,Title,Survived
774,2,0,2,1,0.0,3,1
775,3,1,0,1,1.0,1,0
776,3,1,0,2,1.0,1,0
777,3,0,1,1,1.0,2,1
778,3,1,0,2,1.0,1,0
779,1,0,3,1,0.0,3,1
780,3,0,0,0,1.0,2,1
781,1,0,3,1,0.0,3,1
782,1,1,2,1,1.0,1,0
783,3,1,2,1,0.0,1,0
784,3,1,0,1,1.0,1,0
785,3,1,0,1,1.0,1,0
786,3,0,0,1,1.0,2,1
787,3,1,2,2,0.0,4,0
788,3,1,2,1,0.0,4,1
789,1,1,3,0,1.0,1,0
790,3,1,0,2,1.0,1,0
791,2,1,2,1,1.0,1,0
792,3,0,3,1,0.0,2,0
793,1,1,2,0,1.0,1,0
794,3,1,0,1,1.0,1,0
795,2,1,1,1,1.0,1,0
796,1,0,2,1,1.0,5,1
797,3,0,1,1,1.0,3,1
798,3,1,0,0,1.0,1,0
799,3,0,2,1,0.0,3,0
800,2,1,1,1,1.0,1,0
801,2,0,2,1,0.0,3,1
802,1,1,3,1,0.0,4,1
803,3,1,1,0,0.0,4,1
804,3,1,0,1,1.0,1,1
805,3,1,0,1,1.0,1,0
806,1,1,0,1,1.0,1,0
807,3,0,0,1,1.0,2,0
808,2,1,1,1,1.0,1,0
809,1,0,3,1,0.0,3,1
810,3,1,0,1,1.0,1,0
811,3,1,2,1,1.0,1,0
812,2,1,1,1,1.0,1,0
813,3,0,3,1,0.0,2,0
814,3,1,1,1,1.0,1,0
815,1,1,0,1,1.0,1,0
816,3,0,1,1,1.0,2,0
817,2,1,3,0,0.0,1,0
818,3,1,0,1,1.0,1,0
819,3,1,2,1,0.0,4,0
820,1,0,3,1,0.0,3,1
821,3,1,1,1,1.0,1,1
822,1,1,0,1,1.0,5,0
823,3,0,1,1,0.0,3,1
824,3,1,3,1,0.0,4,0
825,3,1,0,2,1.0,1,0
826,3,1,3,1,1.0,1,0
827,2,1,3,0,0.0,4,1
828,3,1,0,2,1.0,1,1
829,1,0,3,1,1.0,3,1
830,3,0,2,0,0.0,3,1
831,2,1,2,1,0.0,4,1
832,3,1,0,0,1.0,1,0
833,3,1,0,1,1.0,1,0
834,3,1,1,1,1.0,1,0
835,1,0,3,0,0.0,2,1
836,3,1,1,1,1.0,1,0
837,3,1,1,1,1.0,1,0
838,3,1,3,1,1.0,1,1
839,1,1,2,0,1.0,1,1
840,3,1,1,1,1.0,1,0
841,2,1,1,1,1.0,1,0
842,1,0,2,0,1.0,2,1
843,3,1,0,0,1.0,1,0
844,3,1,1,1,1.0,1,0
845,3,1,0,1,1.0,1,0
846,3,1,3,1,0.0,1,0
847,3,1,0,0,1.0,1,0
848,2,1,3,1,0.0,5,0
849,1,0,3,0,0.0,3,1
850,3,1,3,1,0.0,4,0
851,3,1,0,1,1.0,1,0
852,3,0,2,0,0.0,2,0
853,1,0,3,1,0.0,2,1
854,2,0,2,1,0.0,3,0
855,3,0,1,1,0.0,3,1
856,1,0,3,1,0.0,3,1
857,1,1,2,1,1.0,1,1
858,3,0,2,0,0.0,3,1
859,3,1,0,0,1.0,1,0
860,3,1,1,1,0.0,1,0
861,2,1,1,1,0.0,1,0
862,1,0,2,1,1.0,3,1
863,3,0,3,1,0.0,2,0
864,2,1,1,1,1.0,1,0
865,2,0,1,1,1.0,3,1
866,2,0,1,0,0.0,2,1
867,1,1,3,1,1.0,1,0
868,3,1,1,1,1.0,1,0
869,3,1,1,1,0.0,4,1
870,3,1,0,1,1.0,1,0
871,1,0,3,1,0.0,3,1
872,1,1,0,1,1.0,1,0
873,3,1,1,1,1.0,1,0
874,2,0,2,0,0.0,3,1
875,3,0,0,0,1.0,2,1
876,3,1,1,1,1.0,1,0
877,3,1,0,1,1.0,1,0
878,3,1,0,1,1.0,1,0
879,1,0,3,0,0.0,3,1
880,2,0,2,1,0.0,3,1
881,3,1,0,1,1.0,1,0
882,3,0,1,1,1.0,2,0
883,2,1,1,1,1.0,1,0
884,3,1,0,1,1.0,1,0
885,3,0,2,2,0.0,3,0
886,2,1,1,1,1.0,5,0
887,1,0,2,1,1.0,2,1
888,3,0,2,1,0.0,2,0
889,1,1,2,0,1.0,1,1
890,3,1,0,2,1.0,1,0
